feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,out1
0.461315569,2.746021184,1.312152477,1.563403727,4.595581283,0.628412026,5.101115772,3.22888963,1
0.80464522,1.986832071,2.87461586,1.249850491,7.975860039,1.174527818,1.635361363,1.532248783,1
1.493970076,1.32448667,1.47255181,1.553584197,5.451894657,0.558195828,3.866230642,1.864710235,1
1.325572192,0.716281274,1.931361789,1.105316322,4.424724355,1.779331901,3.943446381,0.564924527,0
1.849044002,3.924186685,1.805697527,0.448173707,4.395239531,1.569261072,4.860936268,3.057016868,1
0.383227127,4.193793044,1.284314197,0.300812304,0.296448165,1.949125735,0.767256103,0.414735602,0
1.684394573,4.528387841,1.083854988,1.885825053,4.891495424,0.437748676,3.567307882,2.207195425,1
0.140217517,2.72559444,0.389406913,0.899556377,1.528104616,0.093165336,0.324683412,1.212170887,0
0.916236616,2.887689354,1.294020696,0.107857837,2.871717301,1.692682338,4.739749519,0.413768063,0
0.351508753,0.508278205,2.24122904,0.313025818,1.027493842,1.815618062,5.002255402,3.469617627,0
0.536710918,4.897065173,1.523857858,0.770926908,6.097417043,1.906429514,3.869047235,1.14529988,1
0.930338131,3.28201299,0.331507051,1.190453275,4.067818272,1.971130465,1.2463832,1.153067188,0
0.415525145,3.192066547,1.286228038,0.847705293,2.550069287,0.763924615,4.739630935,2.141449344,0
1.87817117,2.040404141,1.715163552,0.120818132,0.484794563,1.949341727,4.900138334,3.20551842,1
1.345653669,2.553417144,2.28595674,0.832287164,6.415585809,1.304576432,4.727640693,1.687999336,1
0.428795077,1.465932061,0.635476579,1.268486851,6.405491536,1.712611845,2.89198825,3.336892299,1
1.226128265,2.293001076,0.839391173,1.374421855,1.825100817,1.331519502,1.225595309,2.385394195,0
1.812076017,3.175464644,1.857726065,0.290947178,3.218372057,0.95794416,4.849031495,2.485146907,1
0.505299144,2.34257039,1.890189926,0.897525543,4.568833712,1.84804952,0.001591832,0.947584798,0
1.570298641,0.017337922,1.012863106,0.657803532,3.229784931,0.715536699,1.839311065,3.763332262,0
0.805075008,1.705867487,2.226671763,0.580409054,7.319969859,1.632324464,5.561499422,0.848185406,1
1.542483409,3.519328424,0.20071651,1.176133317,6.355391816,1.117996842,5.226549697,0.053522467,1
0.708888686,0.905932117,2.328476789,0.086247218,0.673744152,1.631225605,5.031404236,2.600253213,0
1.293448145,0.846634674,1.914865216,1.137824471,2.463335168,0.234094425,0.42635668,1.003985253,0
0.810781342,2.121018601,0.224713832,1.912010414,3.45990308,0.267304656,1.889312889,0.486567349,0
0.455010034,0.161640147,0.161753643,1.531912616,4.734550255,1.56159182,3.439204848,2.120050795,0
1.966611369,3.206166121,0.815393352,0.220369482,7.258853995,0.997013237,1.393084415,2.96960385,1
1.172121474,1.318559965,1.930382423,0.420619465,1.723909515,1.805948802,5.068812617,2.465363801,0
0.056943376,4.385324923,2.770814268,0.356538624,7.394965488,1.194200362,5.31947739,1.489910734,1
1.716192972,4.027312229,0.550465102,1.717684542,1.801957582,0.019094355,5.619936879,2.853094869,1
0.452262393,4.120876378,1.298011811,1.768141876,2.158004545,1.303653011,0.400907758,1.666520846,0
1.843141476,0.88719594,0.793791457,1.054639849,5.73103376,0.347980722,4.252277482,1.780898659,1
0.723872007,1.079580545,2.844705184,1.314665542,6.493468404,0.646496544,1.204110458,2.604061467,1
0.810708696,2.774107224,0.711282856,1.676248811,6.209831578,0.099853231,1.093008297,2.847646242,1
0.148666342,1.157551208,0.637644032,1.474285271,3.878151302,0.910310204,0.764781793,2.954684281,0
1.679921226,2.030567274,0.809366556,0.543210488,1.531484381,1.882623563,5.874591197,0.769727052,0
0.011036775,2.105346272,1.470764197,0.524906716,7.115702628,0.387646885,0.129277356,2.247781773,0
0.174963906,0.734673524,2.886017225,0.87519367,4.545560411,1.715463621,4.895348372,0.356906126,1
1.478976611,0.573972441,1.878006985,0.312088495,4.602547192,1.576346534,1.381961462,3.968271666,0
1.400975314,0.626619502,0.91960687,0.721185363,2.636197678,1.598629834,2.721620755,1.785231515,0
0.623826622,3.976164518,2.868273183,0.245798333,0.721372138,0.759342334,4.97295955,0.852997169,0
0.124785381,2.916243681,1.706164309,1.274538868,6.084009569,1.165244339,2.377354028,2.808334776,1
1.012743494,1.649872829,1.59746242,0.530128768,4.297801303,0.175190878,1.947067509,2.489323805,0
1.8793294,2.507686108,0.634224455,0.837485999,4.968347914,0.790814558,4.256900448,3.595946803,1
1.517462793,1.305669666,0.908896722,0.079233572,5.983662146,0.509182049,5.525541866,2.029989172,1
0.571791473,4.320386656,0.110158595,0.141210483,2.838328012,1.216588039,1.686984559,2.877559432,0
0.326780765,3.202641319,2.732830487,1.764901819,0.859672984,0.995441297,3.747886145,2.658149537,1
1.304229838,3.656633562,0.039170781,1.292595938,1.669295293,1.706734434,4.984318828,2.517123109,1
1.948577809,0.618255114,0.964004207,0.174606808,6.41893598,1.171532826,3.313152261,2.50188256,1
1.535535742,3.760773295,0.216892748,0.733666119,1.951020754,0.627348994,1.524248235,0.937931697,0
1.291817653,2.829265717,2.175599203,1.863786198,5.309599337,0.244038288,2.235623703,0.063875434,1
1.729627378,1.524576931,0.046673426,0.130649656,1.596735729,1.09564649,5.727704371,3.978326484,0
1.688372655,2.737881629,1.125478131,0.812958477,4.37461214,0.544676831,3.392439786,0.201241441,0
0.275531754,0.162881632,2.008831588,0.751651198,1.806561475,1.629557858,1.107651793,0.234304203,0
1.991572232,4.351154427,2.697662339,1.597227443,0.471404984,1.473792871,1.135229061,1.801635262,0
1.952394221,1.808124742,2.404085202,1.229973698,5.035374107,0.215158712,0.444142408,1.254893559,0
0.505068459,1.69484881,1.201040756,1.384654896,0.042021039,0.581878927,2.36804777,0.279143329,0
0.259552071,4.006755139,2.547500275,0.738673089,7.160510018,1.271595488,0.918686945,3.51594411,1
1.225305284,2.967924309,1.050592773,1.265316612,1.191408042,0.582725316,2.367869589,0.923695234,0
1.27022312,0.816856452,0.141711834,0.740701344,1.204033509,1.413713257,2.25802494,2.720799501,0
0.770718849,3.503674651,1.856228104,0.442136939,4.312832794,1.442412021,2.805579559,0.909639087,1
1.620528127,3.553277662,0.092963738,1.340474875,2.373764892,1.719252927,5.608633724,3.902473922,1
0.346049729,1.410167703,1.062744649,1.377294763,7.71649246,1.476883157,5.667477243,0.528077839,1
1.85345102,2.576219642,2.969496838,1.428223667,1.145697328,1.048140479,3.41871254,3.365845577,1
0.768098508,4.92510236,1.864548433,0.621917181,4.035744882,0.720406185,1.351043884,0.419331105,0
0.017713226,0.878142037,2.135160815,1.785380656,6.104217856,1.228361314,5.043341934,3.741105077,1
0.900068198,4.33312256,1.924749507,0.1713734,4.584583186,0.856851892,0.676385208,1.871793695,0
0.921321744,1.754568498,0.929227282,0.230131159,7.399536304,0.886254175,1.884235831,3.481625637,1
1.01684722,3.191741572,0.435992136,1.055104137,5.457854279,1.194035903,5.078383602,2.576498825,1
0.382622473,1.795498542,1.734681597,1.08236027,3.681141524,1.602840433,4.992932213,1.688281216,1
1.711752995,1.511234949,2.453268595,0.922085628,3.202375818,1.159256888,2.974874755,3.343550661,1
0.68859625,1.769054799,1.056524102,0.639605746,3.482847133,0.942223019,1.052446772,2.557779379,0
0.169811655,3.270988669,2.346045505,0.187121032,7.175197768,0.53902429,3.930586496,1.675308595,1
0.697074192,0.03957665,2.690200675,0.343761925,6.227329825,1.401782241,5.750294966,1.456482962,1
1.505153084,1.27136716,2.509006968,0.587527462,6.609661832,0.491333114,0.304947314,3.831940603,1
0.705005116,3.168325592,1.451947465,1.70217314,2.804786568,1.486961967,2.521109059,3.724992343,1
0.664314,0.185682617,2.175340929,0.302756756,7.745844845,1.615350192,0.407020311,3.483191822,1
1.995493911,3.363011799,1.943212664,0.481842502,2.965291659,0.965825623,4.867974053,3.018334814,1
1.209996621,0.489740171,2.889317199,0.766476087,0.328973793,1.023253036,2.604439339,0.160557467,0
1.01198912,1.127834947,1.034038601,0.04546295,2.811800504,0.020969747,3.181703583,2.789576893,0
1.896812849,1.845712655,2.123542856,0.368629332,5.811537778,0.007266202,1.518914454,3.8592742,1
1.240293346,0.317467379,0.801715671,0.938271874,4.976512281,0.493753545,1.982031939,0.416003137,0
0.156671136,0.767806233,1.194785722,1.400701269,1.965770702,1.215948067,2.19957189,2.198710733,0
1.734917094,3.654780232,1.927291974,0.016772587,7.06283415,1.867162665,4.364310013,1.641746512,1
0.112221155,2.8361577,2.866438038,1.261804482,2.97734072,1.11210738,4.762973472,2.545284748,1
1.407858198,3.066866468,1.330692408,1.661735709,2.411045665,0.191824314,4.575784314,2.95627455,1
1.350217396,0.040668757,2.679432234,1.332899302,7.199961103,1.973315985,2.381031466,0.379126349,1
0.373556917,2.104515815,2.367693099,1.907964652,7.199052925,1.930699814,3.325178319,0.5399061,1
1.767246405,4.570602361,2.211802228,0.979702761,0.583661427,1.902111356,0.722392141,0.898342018,0
1.169676879,2.768732645,0.155823197,1.803918475,5.818457595,0.556625308,4.711326357,1.893702761,1
0.091671698,4.336545501,0.985213069,0.561718966,1.279524866,1.785627842,2.435363483,1.125502553,0
1.118798531,1.854009574,0.994938841,1.299670072,2.783215127,1.783878762,3.223646614,3.370157355,1
1.652248212,4.162487431,0.363474197,0.27964247,6.720423678,1.587494272,3.043790139,1.81025881,1
0.762601849,4.839732378,0.480322346,0.596871614,3.184345514,0.772366872,1.266649154,3.102330878,0
1.601750595,0.286423326,2.201636828,1.728679299,2.29639137,1.860495269,5.865997145,0.493522796,1
1.434846441,4.920022967,1.202199324,0.750423616,2.726826486,0.273943777,5.482620553,2.703954935,1
0.710546942,2.510793443,2.628813323,1.138129993,0.071494656,1.314292767,4.503426422,2.691358431,0
1.857521146,0.554374071,1.340340423,1.5900814,3.275558421,1.101009673,3.517984106,3.955818761,1
0.8336858,1.171619306,1.058399825,1.965021289,0.585338583,0.533452237,0.591973212,2.772777242,0
1.70921187,0.734459593,2.034162842,1.809917153,6.106387269,1.493045791,1.538102814,0.629674743,1
0.06303551,2.253735905,1.079450537,1.704558174,6.20152959,1.066468323,3.966484271,2.265472431,1
1.468502237,3.292599653,0.335753487,0.586445415,1.9166776,0.778348145,3.639127619,2.020450506,0
1.277594526,2.107647039,2.414975845,0.186532633,2.724886481,0.963181319,4.757927718,0.775255847,0
1.376903416,1.944512227,0.245185555,1.579605788,2.190596517,0.338107586,1.524268438,2.693774722,0
1.590484864,2.948489768,1.425020549,1.818990913,6.342407665,1.395193085,5.094189811,1.285963103,1
1.292176941,1.565061406,2.25723741,0.87862871,0.924065862,1.287684773,3.652967337,1.292776187,0
1.473421268,4.527996528,1.662323681,1.523492732,0.740342956,0.434529762,0.45982684,3.783868558,0
0.294743246,0.996459493,0.554914383,1.282324112,2.173858092,0.500085976,5.573369013,3.896262361,0
1.455609694,3.122959492,0.997342418,0.4230182,5.013970944,1.833467069,3.098054192,1.26968363,1
1.980319265,1.720465328,1.118232326,0.389470913,3.007796156,0.917503725,1.186204074,1.037439654,0
1.083126803,4.893140399,0.068808362,0.78339388,0.360125325,1.446664061,1.679242497,0.995855423,0
0.990890933,0.188405219,1.905276622,1.290914099,3.650246804,1.296796874,1.491781343,0.913155041,0
0.933551229,0.053250029,1.736077577,1.141724294,5.865382476,1.910046371,4.768283469,2.967322761,1
1.302295436,3.291509497,2.900920376,0.928820203,3.375361727,1.848335098,5.319119263,2.506006719,1
0.843002554,1.975573968,0.492795131,1.532693077,4.440173562,1.412931226,1.680093494,3.294216287,0
0.749038936,3.056514609,2.077703982,1.372322939,0.993393333,0.821702148,1.427488077,3.629605916,0
0.789943345,1.717122952,1.19042515,1.663906008,0.75839734,1.502708472,0.498080191,1.046037015,0
1.120958878,0.696646685,0.730805835,0.127912677,0.451490836,0.874855782,5.288267245,1.705907822,0
1.170182097,3.261537681,2.580844942,1.475369612,1.917343926,0.177150776,4.800365402,1.790336735,1
1.992913499,4.943813205,1.138781361,1.765565567,7.688577195,1.340640918,2.003806494,3.366675807,1
0.563347944,4.854282016,2.271605647,0.817006375,3.939757213,0.829796889,1.724871414,0.433118168,0
0.521709834,0.611561216,0.638542053,0.206445833,2.013425284,1.608046827,3.60675471,3.17436268,0
0.481800317,3.752574785,0.751295392,1.109135764,3.968525653,1.393580432,5.530416127,2.197018584,1
1.504918151,3.65783941,2.249936152,1.05393639,4.197203358,1.573027503,0.549900142,2.668657828,1
1.11585847,0.951362219,1.060369662,1.243153217,2.020691763,0.62725421,2.013532237,1.863450266,0
1.26087272,1.268742328,2.946323532,1.339679496,5.122710301,0.211202739,2.59773275,0.093695437,0
1.331045531,1.630156695,2.17552354,1.266045015,3.415112654,0.410459374,0.096738225,0.153695685,0
1.939373119,1.103758764,2.082347755,0.534405493,6.442490407,0.101175183,2.648193822,1.31222224,1
0.399352121,0.334192129,1.099394548,1.902799351,4.422868819,1.004042511,4.611987787,3.035288614,1
0.588969242,1.600318638,0.572749942,0.163997092,4.909334665,0.294348543,4.11819167,1.852450794,0
1.574861044,3.706497885,1.636422066,0.733380149,6.863094258,1.416234271,2.260457931,3.630296122,1
1.515357054,1.253082294,2.057652801,1.252672581,0.554470015,0.251529924,5.327222789,0.811177061,0
0.781954258,0.351056358,0.460331123,0.472871348,7.588488783,0.157435936,1.324324237,1.126012338,0
1.107281539,1.492314372,1.123626458,0.036147852,5.205215439,1.54937033,4.124489734,1.736333294,1
1.824616916,4.379997121,0.936330952,1.170600011,7.846204419,0.483513277,3.435371462,2.591073646,1
0.92909121,2.612954301,0.934670619,0.829436786,5.774723078,0.80240462,5.919843565,2.521936697,1
1.889621284,4.60298268,0.379218433,1.203732883,2.759982032,1.54349735,1.901088777,2.091122934,1
0.691279364,2.556795264,2.151144578,0.353063881,7.799786113,1.118956078,2.355697384,0.200539474,1
0.315772515,0.611931111,2.470075707,1.903554804,1.155071461,0.212091333,0.037444172,1.758365712,0
1.126450868,3.386099635,0.455372131,0.216490159,5.317326656,1.169036425,1.920673592,3.679403206,1
1.063507956,1.970956804,2.429917986,1.423379023,5.514665469,0.018528266,1.223446252,1.012868842,0
0.832525491,2.235513722,2.184634828,0.089768019,5.071377017,1.741252993,4.604269694,3.640176144,1
1.127488314,1.927799199,0.951203938,1.531406945,2.454214089,1.23640125,5.601883435,3.411247847,1
0.372150589,2.193418315,0.022500327,1.304870715,5.602424864,0.938415549,4.740014938,3.276260044,1
1.621320566,3.448624667,0.60078815,0.554482649,4.736070821,1.580711896,4.800144598,3.15041153,1
0.726801315,4.535031362,2.394947959,0.068028136,3.958954989,0.90617898,3.331197651,2.224217263,1
1.224134239,1.700108749,1.391814442,1.501303988,4.150845341,1.603479939,4.35336097,3.483918034,1
1.684600311,0.658700901,1.078073539,0.289335584,6.131939447,1.438344579,3.880655874,2.722782675,1
0.80083487,1.818424835,2.708983734,0.605026822,6.79985993,0.976073486,0.461828303,3.955444893,1
1.305437336,3.956383778,0.687792444,0.20357248,6.710102563,1.852176556,3.889172013,1.591847928,1
1.087360862,0.753141084,0.255932845,1.69322168,5.814828104,1.413446196,0.030096396,1.237626375,0
0.448885591,2.608341355,1.393186207,0.289898553,1.836999503,1.734450673,1.273495955,1.947677831,0
1.033153103,4.02915183,1.272936569,0.413178029,1.85181235,1.356590913,1.368053207,1.361219192,0
0.47590616,2.273014983,1.65002569,1.107794518,1.584471629,0.788341916,1.291462849,0.561060237,0
0.788198135,0.280675158,2.05655703,1.624055792,5.571401195,0.476743611,3.363801323,1.394100417,0
1.125490237,3.05628857,2.30863684,1.149576727,4.758074297,0.687874062,0.850594292,1.914641572,0
0.91702806,2.660979834,0.8628079,0.250724447,1.15791596,1.794963158,2.660922872,0.240659107,0
1.994594455,4.187831834,0.52126979,0.297069113,6.948582601,1.958862918,2.333789258,0.340363181,1
1.480389531,3.636781867,2.300619389,0.026483134,2.021028302,1.857963264,4.601797396,3.377137637,1
0.1240587,1.119424027,1.681330858,0.841404868,0.29050356,1.464373459,1.670658365,1.808486589,0
1.844709704,3.03612585,1.85643675,1.282658368,3.622108462,1.757333966,4.835397907,1.413654771,1
1.854496899,2.605719718,0.515129299,0.277739705,4.531271337,1.389219148,4.42481634,2.935491377,1
0.443795375,2.471258474,0.114580072,0.880259468,3.502090448,0.09243371,1.423299976,1.115350445,0
1.362945631,2.888456817,0.945868913,0.955241321,4.880539738,1.797342735,2.835928779,1.022393486,1
0.782710195,3.770408594,2.711570211,0.504272047,2.313876839,0.451918593,5.896269191,3.147344659,1
1.064853809,4.268248092,0.362547758,1.504218944,4.123903693,1.801154901,5.140220312,2.114044888,1
1.747934754,1.794156743,1.72371252,0.901796986,4.014815367,1.40818143,4.160685707,0.200247643,0
1.577395075,4.379659008,1.627071052,1.835492476,1.649712051,1.435122418,0.831838507,0.679969537,0
0.417027065,4.286731413,1.701185105,1.909320254,0.046271358,1.482912646,4.829622815,2.774965609,1
1.377982621,2.709365026,1.389303931,1.650273742,0.52580019,0.165597157,2.298189768,3.207749442,0
1.396477722,4.42548186,1.327351588,1.631072979,3.768201677,1.953842424,4.129110568,3.132902303,1
0.844779483,2.343805174,1.604452437,0.485530183,2.452260143,0.908795086,0.116828272,0.745859458,0
1.641893889,2.047716596,2.375878056,0.841183453,6.504506867,0.944405111,2.300464472,1.730863212,1
0.432181153,3.486238542,1.918402909,1.044333901,2.327301737,1.669792306,4.707530845,0.392769501,0
0.888275175,4.422730547,2.860713281,0.315975541,5.141661237,0.986162758,5.126988517,1.848846517,1
0.646271704,2.517211525,2.293146846,0.386689732,0.850339301,0.358420149,1.290658745,0.058214524,0
1.518258245,1.654159642,2.793594476,0.570528418,4.890512788,1.558687796,4.844022801,0.714417074,1
1.646716036,4.236526425,2.602130844,0.306989634,1.133338809,0.980031539,4.336808973,0.07877226,0
0.131749586,0.171043568,0.84926449,1.927953417,5.408880703,1.762788622,5.669689332,2.745440106,1
0.005083796,1.25200702,0.651983355,0.995359511,2.480260232,1.739613224,1.02396223,2.243316092,0
1.922374241,3.879784815,0.649626059,1.777799846,3.539650711,1.184552346,5.240745199,2.842211668,1
0.510761112,2.082910495,2.58082773,0.614287641,4.18886933,0.507971539,3.175261792,0.583780003,0
0.240599473,0.971276798,2.69409063,1.159452049,2.130582448,0.610879823,5.417886776,0.556167639,0
0.873485521,1.701797428,1.915543616,0.410360758,2.928760625,1.190499793,1.221217096,0.30462564,0
0.637212632,4.775522992,2.3925351,0.688127448,5.68719182,1.175308593,2.223210137,1.85911093,1
0.459276735,3.271596416,0.820217277,0.834995302,6.727181435,1.39674871,5.493975686,3.052253579,1
1.706283752,2.44469982,2.574027054,0.12480813,1.234433652,1.513725657,3.666442849,3.581076808,1
0.311565793,1.934843793,1.25844618,0.580097871,6.943478314,1.942340352,3.548583728,2.547643527,1
0.116105101,2.72919404,0.0162881,1.030534206,0.915635663,0.406405702,1.680904929,0.081814528,0
1.156843894,1.179334732,1.434955176,0.464392083,1.338829441,1.839468071,4.775735546,3.624045354,0
1.792527772,4.450672506,1.018366828,0.161097512,0.246550637,1.216576099,1.951410356,1.458806462,0
0.735786352,3.676652881,2.798563322,1.336996427,7.970643372,1.282858291,2.288099763,0.538284472,1
0.854111137,4.385520956,0.270946019,0.106292582,6.518671946,0.872694578,0.164617719,3.208438559,1
