x1,x2,x3,x4,x5,y = x1 + x2 + 3*x3 + 9*x4 + 2*x5 + 3
0.910290939,5.427244657,1.416147553,0.916481855,2.679534798,28.60263164
0.901556651,5.884321618,4.513236745,0.679186151,2.318722834,35.13118012
0.502908416,5.10664434,3.520475292,0.568491935,2.251561899,29.31010414
0.54056537,5.897889724,2.900421309,1.262270677,1.042064961,34.20739175
0.886053543,5.447269263,1.282983036,0.999284459,1.824386002,28.75282247
0.188907568,5.525531281,4.769562422,1.311919323,1.92615172,41.53510691
0.854632617,5.079969275,0.379152786,0.966848553,1.803836525,23.73170568
0.375458258,5.416966322,3.13288815,1.402369183,1.510061296,35.59329992
0.155502893,5.235326618,4.966164233,1.137556436,2.087864658,38.89029999
0.852754198,5.246674748,1.36951628,1.425207355,1.340549771,31.62810352
0.132700332,5.274665527,3.43454161,1.837069193,0.554581336,38.08395857
0.793588858,5.457388891,3.607468245,1.268866406,1.415639851,35.85257572
0.501298646,5.319418259,1.884446297,0.35005746,0.415935313,20.91277229
0.995719697,5.868590056,3.662279518,0.547482644,0.406175701,29.21257929
0.368173536,5.814222588,0.298587581,1.539582894,0.141349161,24.75822849
0.529380538,5.873060759,0.402067506,1.536725281,1.271355698,29.13517856
0.891378275,5.060630946,3.251755098,0.191339712,2.251726985,26.43725993
0.391194033,5.642407269,2.484861984,0.481494973,1.782377498,24.9303264
0.277363348,5.480718782,4.074952112,1.25028181,2.520729435,39.22321784
0.989418647,5.55512842,3.296081415,1.657641096,1.908901958,38.88229004
0.036441101,5.059695001,3.642705784,1.041443042,0.790994013,30.32998033
0.848951654,5.610205832,0.92501828,0.958292412,2.685447964,26.57140517
0.750691963,5.572939408,1.971832812,1.457015194,1.92941002,33.80225451
0.782694544,5.21158415,1.540250656,0.592702387,0.678971157,21.90146029
0.892802068,5.034764747,0.849850244,0.835289117,2.062417779,25.03627194
0.987966326,5.461004461,3.339520067,0.830336233,2.59971319,33.27575786
0.811571803,5.927776808,4.251700023,1.429910557,0.997073075,39.20462764
0.834580078,5.6498449,2.400831067,0.169305032,2.200019657,25.292607
0.456270622,5.915477937,1.460027872,0.465564869,0.104153081,20.8860568
0.63147067,5.777021818,0.249852662,1.335134665,1.127443297,27.40098606
0.549509103,5.597671298,3.669372941,0.803624902,0.246974049,30.46845446
0.935682664,5.008381251,0.879254076,1.217776403,2.586707491,28.19597586
0.279969584,5.402397358,0.571946668,1.540479528,1.964388495,28.27264944
0.823658976,5.338803993,2.496850999,1.695725558,1.695159732,36.96643513
0.942732441,5.984171236,2.023016376,1.841833213,1.832386353,38.76569793
0.060385729,5.278712697,1.409193293,1.050769838,0.473435231,25.40036764
0.518624089,5.9574218,1.077752936,1.63074633,2.985275054,35.02891587
0.162555391,5.111957986,3.841283678,0.380516826,1.275568762,27.56288842
0.4429451,5.728938221,0.807148717,1.997296896,0.824489747,32.77887686
0.540972092,5.737501744,4.883954477,1.717156079,0.353007605,41.47503226
0.549751957,5.551399376,1.149103033,0.683633027,0.7126121,20.52722065
0.859687456,5.741075112,1.645787895,0.710746057,0.596575304,24.4926841
0.157562956,5.702913957,1.377090714,0.270305027,2.960532497,22.88137422
0.954331358,5.480694156,3.975858801,1.742664423,2.827388164,45.0705462
0.242161523,5.43368181,2.837426361,1.446945733,0.198626676,31.0570633
8.51924E-05,5.509847694,0.566252925,0.069201303,2.509697307,16.84684387
0.465090231,5.917843861,1.672575831,1.100798699,0.34037489,27.61184225
0.55234012,5.57194543,2.991621534,0.877454305,1.492295471,31.54784855
0.188324232,5.453724026,1.855204545,1.532651532,2.776697411,35.4091698
0.556110774,5.63697023,4.130583443,1.910760043,1.385783307,43.10323826
0.516795714,5.298340704,4.128971072,1.399800859,2.904825176,41.13605972
0.875591685,5.616562166,4.978679677,1.522042299,0.084473318,40.38399135
0.340682533,5.575602596,3.481639449,0.369938944,1.072705733,26.82111153
0.796584965,5.853012961,2.072524589,0.268714657,1.312177675,21.99072688
0.598378725,5.792590992,3.739074839,0.770281396,0.786137199,32.06962798
0.046611081,5.599887635,4.853592975,0.77545216,0.610100555,32.10388398
0.446352909,5.806850972,1.405676269,0.7252669,0.11475389,21.31949682
0.340939071,5.992071558,0.764722024,0.004079389,2.464631626,17.80650364
0.618358319,5.067123355,1.438597018,1.382168913,2.856599533,31.47052791
0.295940717,5.571810561,1.942453499,0.021858739,2.910598144,23.53437372
0.503903395,5.819938949,4.797957992,1.822518991,2.985127713,46.4230348
0.070194762,5.886920273,0.60076063,1.458986767,1.1893051,28.98408
0.857336856,5.587112946,0.180508965,1.900172865,0.671159563,30.95467198
0.676264324,5.649088356,1.106296696,0.22208442,2.284907693,19.91061113
0.976917861,5.518869643,4.385695852,1.124588537,0.830021161,37.19913044
0.374146034,5.250675943,4.70995156,0.483635304,2.113173417,31.90014719
0.864195542,5.806958676,4.269491906,1.826144624,0.557802823,41.67926304
0.114132916,5.101631568,1.78134083,1.043674803,0.511562804,26.7564513
0.068491509,5.223025047,1.836715773,1.120263512,1.7111509,29.23931653
0.913546204,5.923121001,4.545189278,0.905096029,1.028289543,36.23709054
0.796531632,5.37867586,0.891704599,0.097296656,1.674617026,16.56862573
0.923219812,5.976109856,1.813999765,1.729384774,1.174820079,35.76972078
0.328151402,5.336714877,3.978838135,1.628996714,2.12940095,39.85535963
0.86118092,5.679625883,4.388361383,1.914909159,0.113265467,40.78768058
0.355377936,5.948528155,0.177193257,0.394709208,0.097878458,13.68480574
0.846696853,5.62913715,1.996071451,0.026133606,2.959711686,23.85162713
0.373823536,5.501738184,2.295922261,1.96472942,0.188162468,35.6068095
0.762649118,5.388010136,1.579402408,1.120581437,1.951189277,28.863949
0.449774538,5.697083635,3.818306562,1.58844391,1.881150846,40.0790281
0.167763783,5.716493094,3.160488357,0.331992898,1.060174495,26.19423189
0.699503551,5.997739016,4.231306032,0.624428474,1.068175066,31.6189602
0.861828738,5.23940324,1.589743909,0.108006352,0.843289956,16.86691968
0.351006998,5.975290913,0.407776633,0.962391927,1.413314093,24.57898147
0.218652038,5.575362179,0.729049289,0.260869161,0.905219162,16.02735335
0.692634195,5.604873265,4.822519071,1.902051307,0.6806476,45.17949239
0.839397019,5.942373827,4.637847158,0.172308883,0.729053145,26.86919715
0.917398811,5.619457708,4.62873371,0.026459606,1.153362407,27.00083246
0.319517723,5.915693545,1.583921945,1.992425006,0.951915607,35.02175781
0.687157873,5.148252902,2.874408529,1.392073367,1.414512674,33.02201551
0.397379037,5.965337975,1.562511887,1.864757334,2.485351704,38.01198964
0.025278843,5.478896868,1.857924049,0.333540305,0.745723281,20.71025102
0.938867905,5.657508718,0.767045466,0.212689129,0.8622445,16.85150122
0.645627416,5.349485344,1.509749057,1.912237556,1.013993488,32.8049506
0.006396736,5.335112854,0.775155046,1.720681609,1.045878828,28.85493273
0.638400021,5.37377573,4.134071413,1.442254111,1.55247052,40.33505286
0.287749564,5.876436314,3.070851767,0.486671898,0.382250681,24.97419945
0.669727052,5.202558765,3.079694059,1.227609002,1.237990522,31.69028065
0.428744328,5.823451192,2.197851465,0.174805072,1.586019877,23.35207444
0.152052025,5.024921428,2.289084359,1.156955213,0.27952807,27.24220073
0.302166069,5.787821724,2.243555864,0.48035431,2.869705071,28.5485003
0.649957063,5.674913732,0.991158182,1.203451196,0.740775986,24.7118175
0.326900941,5.202770504,3.775639336,0.491781329,0.488947972,27.54950124
0.335149097,5.959783858,3.107025042,0.754516514,2.367737685,30.6990338
0.344393579,5.515627969,0.73336031,0.786259632,2.60989645,25.09891865
0.843428904,5.805357583,4.834033671,0.513925014,1.841992284,33.96125044
0.212365177,5.979759572,3.789223042,1.685052169,0.679938911,38.50695842
0.919739753,5.355578701,1.746896711,1.844230755,2.663831408,37.15220356
0.448799205,5.725696678,3.733161787,0.470745537,0.304196901,28.05192094
0.703983371,5.924495079,1.669766593,1.77947773,0.306789558,32.07862695
0.444907799,5.885830472,1.472024475,0.143754447,2.794329215,21.03049885
0.316425342,5.198578526,3.679697866,0.971620232,0.128921554,29.70665941
0.372004027,5.658921485,0.148855274,1.24204737,0.833465202,25.2478712
0.329098104,5.677944681,2.904316534,1.666930158,1.228904647,36.42097181
0.682896246,5.994007762,0.122413544,0.875139251,2.000897462,22.48928565
0.176336615,5.066585325,2.590485161,0.812038765,0.627179684,25.00959024
0.799514208,5.728016571,1.261540109,1.076262743,1.608504458,27.07336502
0.913132165,5.18944034,3.68727857,0.601242755,0.827199769,29.31692103
0.290434298,5.481749235,2.552073534,1.820082413,2.279934356,37.72971457
0.14451532,5.667480412,4.608963653,0.740057154,2.958681675,35.55284808
0.578679735,5.035154886,1.824360379,1.513209031,0.736419777,31.40297939
0.890525393,5.76216852,1.374468468,0.881966488,0.767597263,24.6969479
0.567054895,5.773890968,4.229818871,0.4639439,2.003820546,32.23623969
0.552976671,5.110747078,1.489686812,1.771582946,2.197657416,35.28170015
0.69419487,5.851632899,1.590068658,0.235614236,1.848063525,20.69247014
0.742443783,5.718573469,3.168287524,1.472426192,0.728478718,34.43474371
0.681002339,5.051023626,4.597936565,1.384649386,0.770526398,37.17430209
7.42332E-06,5.622661387,1.862761653,1.799919201,2.268319213,37.0399833
0.731472972,5.440652821,4.413584189,1.513919615,1.619461575,39.61104007
0.780956558,5.368942042,1.976578455,0.347673923,0.545599717,20.39026624
0.300562587,5.362886862,1.535937643,1.760880511,2.790949771,35.48804884
0.311722325,5.033675766,0.229281361,0.329501203,1.704790561,17.14947555
0.956867515,5.770336243,1.096657712,0.598720672,2.459242175,25.13503575
0.862669028,5.333231687,1.638206917,0.840457195,0.691828947,25.54381364
0.391767305,5.474271129,0.159959742,0.006373115,0.419652606,10.66221202
0.98618304,5.076020784,3.487048943,1.063923711,1.143548519,31.43270385
0.465641476,5.148142286,3.808884952,0.321592667,2.754289678,30.81262827
0.292849114,5.148265167,4.986362308,1.560997763,0.840227796,39.34288296
0.613031058,5.448376181,2.166967459,0.170879859,2.323658636,22.59778048
0.452547099,5.127688715,2.866573262,0.762539998,0.163594719,24.61420972
0.282936432,5.055182161,3.72011851,1.411277559,2.523846969,39.80209613
0.232225009,5.218473802,3.455435395,0.712724878,1.920616778,30.04397165
0.511994648,5.103221166,0.458560418,1.999969184,1.86180271,33.36663338
0.568977759,5.606974522,4.892574347,0.022823091,2.927411861,32.14468301
0.693171085,5.000198791,2.975581131,1.041331307,1.27475493,32.53754757
0.107173398,5.846688622,2.643066729,0.785195214,2.96705618,32.09509406
0.629779795,5.470548834,1.482749603,1.465007069,0.618617743,29.21010513
0.685628627,5.596770714,3.863166843,1.582249435,1.926102115,39.1994748
0.127162451,5.992382403,4.581180955,1.522044712,0.507690183,38.9576673
0.402883233,5.721983676,2.716885192,0.497623482,1.465839278,25.06304602
0.103648645,5.403338458,1.740665099,1.068245663,2.756820722,30.53245871
0.675633166,5.123490662,0.519176052,1.071378537,1.277368951,23.25725664
0.632526631,5.030883375,4.4190718,0.91776723,2.187392696,35.95957051
0.616207013,5.002862111,2.216226755,1.940544541,0.798182651,34.79220452
0.011757144,5.422780759,4.561445217,1.096031416,1.655154523,37.03273473
0.299629771,5.812571697,4.206467822,1.797237831,0.740313892,41.16647265
0.192039437,5.985404655,4.807807484,0.31087114,1.845303452,31.67755632
0.548546618,5.492428735,2.197661992,1.908651644,2.833902825,39.04900574
0.260448634,5.466659052,4.815891893,1.841412962,1.084119777,42.86647388
0.476139109,5.826730335,1.039086887,1.87913899,0.405041751,31.68575967
0.545535543,5.686905016,3.048476041,0.68409912,1.274913854,28.76982987
0.454366931,5.579180324,1.688863995,0.352885563,2.911072192,25.33812766
0.155034793,5.000059973,0.568043052,1.862156074,1.910215771,32.5626432
0.758889795,5.632083501,1.762019461,1.851047604,2.683975445,37.12846211
0.59655263,5.142096976,0.110653414,0.050736606,1.714895089,14.40949077
0.955820034,5.22721737,4.418098759,1.808876291,1.230172767,43.18911281
0.327991186,5.531726124,2.536174979,1.63598125,0.834600737,33.26597115
0.620170139,5.333597362,0.259515412,1.028061595,0.222162834,20.3552534
0.325537243,5.194784153,4.534329016,1.173082425,1.717505321,36.8700021
0.178491374,5.300710787,3.900152781,1.776292249,0.157499706,37.61966697
0.94023599,5.774170873,1.882089981,0.554216936,2.201918065,26.15062386
0.830231894,5.390547721,3.389208128,0.185232677,0.127351892,22.05064353
0.507694664,5.057895164,0.492544973,1.73689672,2.072198598,31.40054921
0.39776155,5.869142058,3.7178677,0.78831104,0.939539573,30.4837168
0.50885817,5.344005045,3.38196516,0.908814222,0.493163124,28.60157902
0.790972628,5.152219717,0.406792753,0.479633996,1.255625218,19.80555006
0.646166223,5.570625561,1.893574661,0.330312654,2.462847573,25.45379248
0.083789848,5.478334597,1.267082285,1.930998799,0.325460101,32.78368885
0.48563923,5.993264045,0.975888645,1.535457403,0.769792603,29.71281886
0.291079029,5.60490044,4.201038002,0.471461778,0.606196882,26.9706338
0.49904307,5.117074258,4.680663529,0.087695552,1.03263654,26.77193645
0.913874555,5.08785446,3.039962058,1.878484821,0.886842151,39.54622705
0.21975223,5.177932871,4.1250279,1.604730929,0.007073467,37.25371455
0.069054657,5.299448274,1.612276118,0.61231066,0.792496678,22.96467766
0.869435815,5.728564756,1.142261601,0.357228827,0.718003872,20.16369407
0.990702637,5.116448891,0.477764851,1.673023401,0.209983196,27.29908886
0.993260448,5.032729341,0.085294569,0.135703378,2.813602709,17.52885079
0.475595707,5.622799658,0.574148702,1.02752983,0.477340616,22.71689085
0.00560943,5.508255303,0.955621562,0.942896398,2.342385126,25.85125658
0.967500888,5.95194519,1.134220642,0.372779074,1.737414008,21.43822325
0.41152119,5.934306615,4.881395946,0.599060784,2.652498561,35.22453168
0.062603107,5.064250994,3.940266644,0.032924665,1.990761548,25.9545091
0.692717304,5.354119383,1.633347168,1.751768901,0.858147798,32.69223438
0.45831222,5.35968537,3.994081511,1.044663502,1.380091065,33.63777397
0.108291951,5.871588362,4.084724626,1.10524294,1.024544481,34.75577793
0.55805794,5.645481485,0.355826733,0.838991641,0.137809648,20.17831263
0.908464412,5.31064422,3.556597492,0.492904232,2.784432475,32.73657782
0.253927749,5.054337357,0.718768582,0.983824043,0.704798747,23.67611629
0.924880636,5.066079493,4.752926128,1.176468576,2.635874303,40.46556642
0.456665151,5.887146419,0.698498821,1.3727525,1.007021675,26.55051206
0.730855973,5.012937731,2.682050035,1.493980902,2.359785191,36.18582374
0.774700394,5.782248048,0.136233804,0.164272314,0.244535122,12.62585553
0.213208119,5.232351741,1.759560129,1.518994036,2.947542394,34.538479
0.710590694,5.820407958,0.349362213,1.489923693,2.442288602,30.26982353
0.101143411,5.39582874,2.389199929,1.439921919,0.169628224,31.01690892
0.267347382,5.926047792,2.284620973,1.135355708,2.727270915,32.07169101
0.512492808,5.106408306,0.572820282,1.816629319,1.139129885,30.62606664
0.786054626,5.40661364,0.038721359,1.840764752,0.947117709,30.59250872
0.905371059,5.450341796,3.611286505,0.293220922,1.325365586,27.17896599
0.28717312,5.921758297,4.784563738,1.302755382,1.341319347,39.47482303
0.466822043,5.270156466,0.6392654,1.041512735,2.684881995,25.93733043
0.573793888,5.617633618,4.685244935,1.358766695,2.817013624,42.17928872
0.72456545,5.791986933,2.357863214,0.994396281,0.226471202,27.83645419
0.106757964,5.711371771,3.461373304,0.111569285,0.041387858,22.65504518
0.4022237,5.470253347,0.111747652,1.144914379,1.068122431,22.14185781
0.382367006,5.173500131,3.802746687,1.678009335,0.795668315,39.54306938
0.323358284,5.168207856,4.35279859,1.979386193,0.830790285,42.76424484
0.811350688,5.191164977,2.134407692,1.119496088,0.237381812,28.72548888
0.153101619,5.499149687,1.032158133,1.463486873,1.519922974,29.52208501
0.625046906,5.165536286,0.317142338,0.005884633,1.765631774,13.76111823
0.586604847,5.442316536,1.69048217,0.751034922,0.563544169,24.15018539
0.31452957,5.298955828,4.696984172,0.921645205,0.676293183,32.96683147
0.237560357,5.310639255,2.353175768,1.149344555,2.086101561,30.63031176
0.020918809,5.14844876,1.45855479,0.733216253,1.732806813,23.71663339
0.572590874,5.961501098,1.960228675,0.345995093,0.389307864,21.96032287
0.591959913,5.907668265,4.200502151,1.502405798,0.799316802,38.93193227
0.972835951,5.993792101,3.608693623,1.295822492,0.078929014,32.79828525
0.431962236,5.017426276,2.576958986,1.113746191,1.07918256,30.55986132
0.259047024,5.476351075,2.599818402,1.191282735,2.815055317,35.78281516
0.379069039,5.049134835,3.289512614,1.544251741,2.871431744,39.60713963
0.857621793,5.765530991,4.627295367,1.550847888,2.034357005,41.94151901
0.260245035,5.400150351,2.30055742,0.844109114,0.458526407,25.12963001
0.324431576,5.738544019,3.517031283,0.223014028,0.391907332,22.55552815
0.225363215,5.393734455,2.01349586,0.648037585,2.266594679,25.21652571
0.785169595,5.892710747,0.879843077,1.03096461,1.896592651,25.57956598
0.845524262,5.636514423,3.075582431,0.817341015,1.348435924,29.08640128
0.63947,5.037019835,4.535748996,0.742221708,2.019583052,34.05816248
0.432256901,5.418884742,4.576121002,0.785329018,1.407183125,35.35735122
0.07313158,5.404297768,4.402986062,1.71615633,0.25739438,39.12493468
0.545792082,5.860898214,3.061897765,1.068706731,1.870202347,32.6521081
0.783517235,5.730917926,1.957363641,1.583428359,1.885226607,34.44164473
0.619163676,5.102666389,2.310907486,1.990188616,2.320750933,40.0319884
0.333512898,5.692505537,2.152468328,1.212947574,0.784030247,28.57745246
0.116048932,5.310098346,4.557361897,0.526956185,1.854378916,32.29819831
0.975399855,5.831122611,4.180781691,0.248188091,0.308749914,26.30468733
0.039062186,5.128619622,3.878138581,1.283804688,1.183923597,36.16420624
0.489978768,5.39298729,4.612612802,1.167170243,0.502632293,34.37216033
0.699241172,5.708816112,4.690191409,0.876972817,1.791529666,37.018166
0.36394452,5.98843219,3.092351226,0.702301413,2.941427153,32.40004798
0.640125942,5.440344502,1.362888825,1.705925381,2.350819586,35.86381892
0.086441381,5.984358125,0.310399774,1.016855778,1.067272343,23.90877834
0.382304942,5.666758599,4.925697139,0.660626086,0.46930229,32.17466787
0.053868216,5.767044241,4.461119085,0.462233813,2.016819756,32.52482736
0.882653219,5.084552412,3.888847092,0.010584442,2.470583037,26.5023489
0.762574286,5.928706324,0.113393528,1.084529106,1.041080853,24.83131192
0.818841151,5.462136448,0.666731385,1.90182717,0.97109188,30.36072056
0.931264763,5.539169887,2.889276374,1.747558408,2.332948541,40.28271686
0.265750347,5.026941488,3.83680376,1.092095019,0.545328589,31.35946472
0.480286645,5.595147486,2.278188588,1.168905547,0.49167976,27.71632937
0.365907149,5.52216869,3.684284738,0.814116243,0.875393166,29.32241481
0.578435963,5.31499039,2.614126332,1.683662151,1.15598893,34.78185834
0.008620164,5.74482436,4.363606328,0.465972048,1.419154785,30.92540488
0.100997556,5.512218799,1.59695872,1.08474485,2.271241757,30.23298559
0.454909783,5.263658735,1.050654782,0.916447151,1.916697867,26.3323654
0.657577497,5.79023057,3.458783299,0.191204339,0.229955609,22.84802411
0.078525207,5.126097135,4.990876018,0.086874006,1.044677873,27.72026738
0.396076803,5.970832243,0.991154865,0.554698783,2.784797245,23.54498679
0.332085291,5.370003707,4.553046922,0.159759166,2.001275612,28.75435702
0.650465229,5.930947052,0.728705124,0.981090015,0.364738504,23.67062286
0.36015198,5.117782273,2.877772938,0.291013369,0.380973063,23.15619139
0.97331519,5.631341794,4.87243963,0.269615209,1.980026895,31.2825015
0.163991768,5.907577229,4.711643507,1.048428375,1.823139829,37.13690583
0.234197113,5.428051758,4.618324701,1.725110829,2.079317258,43.49788017
0.269802141,5.204794075,3.949506614,1.492146759,0.958061352,37.6232113
0.817607545,5.31765652,4.790496171,1.890527596,2.886271453,47.93781116
0.55894089,5.055758793,0.231353109,0.305800695,0.486028453,14.72939525
0.615057622,5.276193442,3.725619935,0.568166054,0.305232141,26.84275528
0.933401439,5.018212158,4.493725556,0.281702499,0.839169008,27.34838112
0.674675892,5.944934822,0.184914544,0.940423736,2.960326707,25.87092145
0.147003018,5.943060836,4.366582571,0.004055285,2.284737891,28.60081753
0.731496346,5.80622377,4.305434669,0.987181166,1.839269074,35.20106332
0.337129912,5.164175218,2.296505097,1.440384367,0.823691118,31.9468292
0.78543659,5.512551928,3.404546197,1.796488303,0.021260437,38.35884416
0.7969875,5.883195236,1.483171364,1.363546153,2.689535055,34.6234086
0.298597917,5.27724945,3.119952019,1.164941099,2.213180278,33.27069257
0.962625049,5.815888113,0.879567051,1.502900867,1.166290468,29.38474384
0.608821561,5.730855629,3.301890539,1.734014633,2.985998853,41.52778256
0.319333724,5.151702252,3.832229183,0.804894438,0.823223476,30.27121927
0.685271329,5.006712925,2.767710291,0.627105958,1.179913053,27.52697624
0.4136848,5.147016552,2.341353988,1.290502048,2.618167188,34.87269095
0.140868605,5.555098888,0.43965217,1.532060116,0.744488696,28.20848837
0.920566863,5.698216382,2.056201605,1.517804107,1.46767985,34.75002339
0.055150607,5.00963876,1.116373055,1.544166882,0.705655127,28.57544189
0.287651621,5.959997557,3.515292518,0.360475751,1.793215287,27.90051325
0.356538063,5.087976197,3.577149887,1.95654357,0.27701657,37.49164887
0.425223376,5.233047624,1.620722887,0.937831558,0.332049784,22.85786633
0.308615652,5.425598047,2.184371018,0.637038444,0.399931694,24.3173454
0.671496226,5.035912612,2.171650649,1.494212204,0.19912101,30.39875671
0.684546159,5.475645884,0.866428137,0.09638961,2.569598227,20.13330545
0.115457499,5.703141118,0.778923923,1.870003232,1.239134391,31.3043892
0.764058293,5.092577606,1.423528599,0.163482078,0.818016187,16.554143
0.40670245,5.095354225,2.798080422,1.174218125,0.319499278,29.74993711
0.960481514,5.919357629,0.246993172,1.768265997,1.373267486,32.17837574
0.5822687,5.737386343,4.660319677,1.90364923,0.791205148,42.26188269
0.466533025,5.86084432,3.507979872,0.507087572,1.644973979,29.14757029
0.994694986,5.248545715,2.24671659,1.111292626,1.971312318,31.5981791
0.538960508,5.22151125,0.801926481,1.275201245,1.874886999,28.01707831
0.818990655,5.168610431,3.399285452,0.947655452,2.119281466,32.23575417
0.540484059,5.499158973,0.459688862,0.854465352,0.943164501,20.50184547
0.036012249,5.87507722,0.433884029,0.239627428,2.505364298,19.95458766
0.54789703,5.373319366,1.257780632,0.992889124,1.512322487,26.126091
0.036418136,5.85008827,1.976069649,0.0663153,2.604468172,22.92652322
0.888018282,5.25959603,0.735509256,0.47993459,0.714775892,18.65565726
0.933684714,5.97251733,3.788590484,0.235296844,0.430860201,25.70098307
0.236460559,5.285051959,2.345364598,0.677948072,0.17984465,24.54299268
0.586190078,5.370773143,4.476864904,1.735788475,2.936846065,45.94716919
0.095754305,5.858763533,2.497361116,1.824289561,0.849506418,36.5460776
0.802741623,5.177323152,4.918958102,0.492778006,1.71727296,34.22359909
0.217200091,5.103067015,1.114251286,0.767598776,1.703976476,21.99455775
0.879111337,5.551426931,3.927376948,1.623506528,1.911675821,40.8084313
0.665703005,5.023826297,3.404681781,1.886420616,2.751392886,42.09990472
0.375745275,5.968757412,0.635582748,0.564613523,1.991756011,21.71892602
0.325262324,5.276379476,2.984770152,1.389025465,0.717895634,33.62235761
0.477698487,5.428007943,4.200389291,0.633552332,0.593810907,29.14491069
0.562929188,5.760590735,0.464662938,0.316871844,1.482004402,17.27692307
0.681650556,5.75308724,1.460529634,0.2948178,0.175308582,18.83474785
0.001691558,5.936259628,1.418242296,0.559145644,0.076735284,20.4393946
0.781201515,5.420691586,4.560682881,0.507102096,0.231933431,28.71103892
0.475255235,5.738741245,0.113556948,0.732891132,2.472954947,22.31973422
0.805685598,5.181591905,3.777600069,1.21088676,1.008527773,35.50852374
0.569226799,5.278022396,4.730780716,1.037562664,1.593577502,36.05834182
0.812303194,5.890934074,4.539210722,0.606038323,2.938509054,35.56716461
0.807408516,5.564794241,4.701945392,1.119579581,0.076896256,34.88760031
